answer,count,count,count,count,count
Nvidia,,,,1.0,1.0
vamp,,,,1.0,1.0
Banneker,,,,1.0,
the Lost Ark (of the Covenant),,,,1.0,
His father,,,,1.0,
Vermin,,,,1.0,
H2SO4 (Sulfuric acid),,,,1.0,
Norway rat,,,,1.0,
Shotgun method,,,,1.0,
Fencing,,,,1.0,
Shrine,,,,1.0,
Fashion Emergency,,,,1.0,
"""You and Me Against the World""",,,,1.0,
John Harvard,,,,1.0,
Samos,,,,1.0,
Matriculate,,,,1.0,
black & white rhinoceros,,,,1.0,
Tortellini,,,,1.0,
Echidna,,,,1.0,2.0
Of two evils,,,,1.0,
Hermaphrodite,,,,1.0,
phyla,,,,1.0,
Two Fat Ladies,,,,1.0,
Kate Jackson,,,,1.0,1.0
A&M Records (co-founded by Herb Alpert),,,,1.0,
Khufu (Cheops),,,,1.0,1.0
a shroud,,,,1.0,
strategy,,,,1.0,
"""Midnight Hour""",,,,1.0,
Jennie,,,,1.0,
the gas chamber,,,,1.0,
Jim Guy Tucker,,,,1.0,
"""Freddie's Dead""",,,,1.0,
Ejection seats,,,,1.0,
Ironmongers,,,,1.0,
Iris's viruses,,,,1.0,
David Duval,,,,1.0,
Saratoga Springs,,,,1.0,1.0
Bada Bing,,,,1.0,
Chili Davis,,,,1.0,
Run Lola Run,,,,1.0,
2 (Judah & Benjamin),,,,1.0,
Ball & socket,,,,1.0,
Spanish Republic,,,,1.0,
Grand Funk Railroad,,,,1.0,1.0
Spike,,,,1.0,3.0
"""The Phantom Tollbooth""",,,,1.0,
free rein,,,,1.0,
Nathanael Greene,,,,1.0,1.0
a keypunch (or a punch card operator),,,,1.0,
William Travis,,,,1.0,
cat & mouse,,,,1.0,
hermit thrush,,,,1.0,
kilojoules,,,,1.0,
the <i>Satyricon</i>,,,,1.0,1.0
Rusesabagina,,,,1.0,
Torquay,,,,1.0,
something you cross,,,,1.0,
"Brother John (""Frère Jacques"")",,,,1.0,
White/albino gorilla,,,,1.0,
Shining,,,,1.0,
Shot down enemy planes,,,,1.0,
Barrel roll,,,,1.0,
The Sudan,,,,1.0,
Carbide,,,,1.0,
Template,,,,1.0,
Ham it up,,,,1.0,
4/3,,,,1.0,
M&Ms,,,,1.0,
bat girl,,,,1.0,
heart chart,,,,1.0,
Zermatt,,,,1.0,1.0
disinfectant,,,,1.0,
Blind Lemon Jefferson,,,,1.0,
in nomine patris,,,,1.0,
mud,,,,1.0,
the Gamecocks,,,,1.0,
Great hall,,,,1.0,
"Peter, Paul and Mary",,,,1.0,1.0
Corpulent,,,,1.0,
Alan Simpson,,,,1.0,
egg foo yung,,,,1.0,
an electrical outlet,,,,1.0,
landlocked,,,,1.0,
Cyanide,,,,1.0,
Foxes,,,,1.0,
Meat market,,,,1.0,
David Moscow,,,,1.0,
Seville (<i>Carmen</i>),,,,1.0,
Beside the point,,,,1.0,
Leonine,,,,1.0,
Bill Veeck,,,,1.0,
Currier and Ives,,,,1.0,
Black Beauty and the Beast,,,,1.0,
polycystic ovary syndrome,,,,1.0,
an eisteddfod,,,,1.0,
(Stella) Adler,,,,1.0,
a blacklist,,,,1.0,
a Kit-Cat,,,,1.0,
Taxco,,,,1.0,1.0
Richard Jewell,,,,1.0,
Fleet,,,,1.0,
Alleghenies,,,,1.0,
Ann B. Davis,,,,1.0,
Belize (formerly British Honduras),,,,1.0,
Steven Ford,,,,1.0,
NH (New Hampshire),,,,1.0,
Dromedary,,,,1.0,
"""The Trial""",,,,1.0,
Unicorns,,,,1.0,
"""Finnegans Wake""",,,,1.0,
"""Peer Gynt""",,,,1.0,
Tito Puente,,,,1.0,1.0
"""The Last Frontier"", ""The Great Land"", or ""North to the Future""",,,,1.0,
Guardian Angels,,,,1.0,
Hebrews,,,,1.0,
Hotel Sacher,,,,1.0,
Scrolls,,,,1.0,
Save the Tiger,,,,1.0,
Jungle 2 Jungle,,,,1.0,
"Jason ""Jay"" Gould",,,,1.0,
Snow peas,,,,1.0,
broadleaf,,,,1.0,
hyperglycemia,,,,1.0,
strip mine,,,,1.0,
Beatification,,,,1.0,
Northern Virginia,,,,1.0,
South East Asia Treaty Organization,,,,1.0,
Fievel (<i>An American Tail</i>),,,,1.0,
Irian Jaya,,,,1.0,
the <i>Bhagavad Gita</i>,,,,1.0,
Golden algae,,,,1.0,
K-R-I-S-T-E-N,,,,1.0,
"Benelux (Belgium, Netherlands & Luxembourg)",,,,1.0,
Imminent,,,,1.0,
dummy,,,,1.0,
"""X Y Z"" Affair",,,,1.0,
Gennifer Flowers,,,,1.0,
bin Laden,,,,1.0,
Chomsky,,,,1.0,
the myrtle,,,,1.0,
A Christmas Carol Burnett,,,,1.0,
Cherries,,,,1.0,1.0
Undercarriage,,,,1.0,
A grey flannel suit,,,,1.0,
Charles VII (the Dauphin Charles),,,,1.0,
Out Of Africa,,,,1.0,
the Elect,,,,1.0,
The General's Daughter,,,,1.0,
714,,,,1.0,
Yevgeny Yevtushenko,,,,1.0,
Transistor,,,,1.0,
Thomas Hearns,,,,1.0,
Marshall Islands,,,,1.0,1.0
decolletage,,,,1.0,
Dispatch,,,,1.0,
solutions,,,,1.0,
in a cabinet,,,,1.0,
"""Tell Laura I Love Her""",,,,1.0,
Safety,,,,1.0,
a Lett,,,,1.0,
an epée,,,,1.0,
Richard Roundtree,,,,1.0,1.0
Emergency Broadcast System,,,,1.0,
Hanseatic League,,,,1.0,2.0
H.D.,,,,1.0,
slower rower,,,,1.0,
quonset hut,,,,1.0,
Henry James Bond,,,,1.0,
Jack Kent Cooke,,,,1.0,
Saint Anthony of Padua,,,,1.0,
the player piano,,,,1.0,
The bitter,,,,1.0,
the shepherds,,,,1.0,
high on life,,,,1.0,
CO,,,,1.0,
(Julie) Taymor,,,,1.0,
an immersion blender,,,,1.0,
Bolivia (for Simon Bolivar),,,,1.0,
West Point/USMA/Army,,,,1.0,
Mark Hatfield,,,,1.0,
Arnold Toynbee,,,,1.0,2.0
"""Dominique""",,,,1.0,
"""Stone Cold""",,,,1.0,
Melba,,,,1.0,
The Mills Brothers,,,,1.0,
Piledriver,,,,1.0,
Key grip,,,,1.0,
Marie Louise,,,,1.0,4.0
Exude,,,,1.0,
Hesperus,,,,1.0,
Playing card,,,,1.0,
Billy Bathgate,,,,1.0,1.0
Walter Johnson,,,,1.0,
the Argonne,,,,1.0,
doubling,,,,1.0,
hitherto,,,,1.0,
the Vega,,,,1.0,
Great Danes,,,,1.0,
John Jay (the Jay Treaty or the Treaty of London),,,,1.0,
Teeth chattering,,,,1.0,
"""Richard Cory""",,,,1.0,
4 (you ate eight),,,,1.0,
Carolingian,,,,1.0,3.0
Brunching,,,,1.0,
Star Wars: The Phantom Menace,,,,1.0,
Carioca,,,,1.0,
Crown roast,,,,1.0,
Banyan tree,,,,1.0,
Fragmentation bomb,,,,1.0,
clever,,,,1.0,
Two Guys and a Girl,,,,1.0,
Neneh Cherry-Pitt,,,,1.0,
"""Do you believe in miracles?""",,,,1.0,
a mandrill,,,,1.0,1.0
Ramrod,,,,1.0,
block & tackle,,,,1.0,
Cypher,,,,1.0,
Koko the Clown,,,,1.0,
Lavender,,,,1.0,
a hutch,,,,1.0,
Philistine,,,,1.0,
Shelby Foote,,,,1.0,2.0
pomander,,,,1.0,
Kansas & Nebraska,,,,1.0,
"""The Empire State of the South""",,,,1.0,
knurled,,,,1.0,
Chaparral,,,,1.0,
Change of Habit,,,,1.0,
"""The Empire State of Emergency""",,,,1.0,
Cyclones,,,,1.0,
Robbie Williams,,,,1.0,
a spacewalk (or extra-vehicular activity),,,,1.0,
Madame du Barry,,,,1.0,
Willow,,,,1.0,1.0
Polysyllabic,,,,1.0,
Aries the ram,,,,1.0,
Mason,,,,1.0,
patent pending,,,,1.0,
Patriots Day,,,,1.0,
Blue & Grey,,,,1.0,
Origin,,,,1.0,
Richard Wagner (from <i> The Flying Dutchman</i>),,,,1.0,
the Knights of Malta,,,,1.0,
the back 40,,,,1.0,
the Prix Goncourt,,,,1.0,1.0
self-imposed,,,,1.0,
namby-pamby,,,,1.0,
"""Jungle Jack"" Hanna",,,,1.0,
Brian's Song,,,,1.0,1.0
Ex Cathedra,,,,1.0,1.0
Al Downing,,,,1.0,
Regime,,,,1.0,
Pocket Books,,,,1.0,1.0
Oliver Twist And Shout,,,,1.0,
Work,,,,1.0,
The snows,,,,1.0,
canton,,,,1.0,
cement (in reinfor<b>cement</b>s),,,,1.0,
pride & prejudice,,,,1.0,
Mount Cook,,,,1.0,
Publishers Clearing House,,,,1.0,1.0
under the weather,,,,1.0,
ketosis,,,,1.0,
The Groundlings,,,,1.0,
baobab trees,,,,1.0,
lines,,,,1.0,
a shank,,,,1.0,1.0
Frank (Burns),,,,1.0,
Gustave,,,,1.0,
Ballast tanks,,,,1.0,
Charley,,,,1.0,3.0
dehydrate,,,,1.0,
Clement,,,,1.0,1.0
Frank Mars,,,,1.0,
District of Columbia,,,,1.0,
"""Jumanji""",,,,1.0,
Zeus's juices,,,,1.0,
macaque,,,,1.0,
Liberal Democratic Party,,,,1.0,1.0
Spiral,,,,1.0,
True love,,,,1.0,
Coupler,,,,1.0,
Trinity College (part of the University of Dublin),,,,1.0,
"""Julius Caesar"" & ""Antony and Cleopatra""",,,,1.0,
Jellybean (Benitez),,,,1.0,
palaver,,,,1.0,
Nicholas I,,,,1.0,
Fools Rush In,,,,1.0,
Walk,,,,1.0,
Regatta,,,,1.0,
94  (101 - 7),,,,1.0,
Eyes Wide Shut,,,,1.0,2.0
Sylvester,,,,1.0,
Overwhelming force,,,,1.0,
Juan Antonio Samaranch,,,,1.0,1.0
Passion Play,,,,1.0,
Marie Kondo,,,,1.0,
a samosa,,,,1.0,
Q & Z,,,,1.0,
Wadi,,,,1.0,
an eighth,,,,1.0,
the Suez Canal Zone,,,,1.0,
Petroleum,,,,1.0,
Heavenly Creatures,,,,1.0,
Fungos,,,,1.0,
Seven Samurai,,,,1.0,
Jonesing,,,,1.0,
Three-peat,,,,1.0,
the 14th Amendment,,,,1.0,
John Davidson,,,,1.0,
ports,,,,1.0,
"""The Man Without a Country"" (Philip Nolan)",,,,1.0,
Susan Faludi,,,,1.0,3.0
Table,,,,1.0,
mo (momentum),,,,1.0,
Tom Seaver,,,,1.0,1.0
Bismarck Archipelago,,,,1.0,1.0
Garrett Morris,,,,1.0,1.0
"""Born on the Fourth of July""",,,,1.0,
Peer Gynt Suite,,,,1.0,
Saudi Arabia & Iraq,,,,1.0,
Harrison's garrisons,,,,1.0,
blowgun,,,,1.0,
Stentorian,,,,1.0,
Mahjong,,,,1.0,
Bernardo Bertolucci,,,,1.0,
an inequality,,,,1.0,
"""Lady Windermere's Fan""",,,,1.0,
"""Kinky""",,,,1.0,
The Iron Giant,,,,1.0,
Marnie,,,,1.0,1.0
Ecumenism,,,,1.0,
"Bell (Currer, Ellis & Acton)",,,,1.0,
the Blue Hall,,,,1.0,
the bonobo,,,,1.0,2.0
the Anglican,,,,1.0,
Truth and Reconciliation Commission,,,,1.0,
"""Return of the Native""",,,,1.0,
Yacht,,,,1.0,
wan,,,,1.0,1.0
Arsenic,,,,1.0,1.0
Ethnic cleansing,,,,1.0,
Trumbo,,,,1.0,
Romantic poets,,,,1.0,
North Magnetic Pole,,,,1.0,
Basta,,,,1.0,
Chancellor of England,,,,1.0,
"""Neither a borrower nor a lender be""",,,,1.0,
greyhound track (or dog race track),,,,1.0,
Abattoir,,,,1.0,
Col. James Doolittle,,,,1.0,
Tendons,,,,1.0,
Positive Thinking,,,,1.0,
a rotary press,,,,1.0,
Duel in the Sun,,,,1.0,
Super Soaker,,,,1.0,
Lower East Side,,,,1.0,
Adrenal Glands,,,,1.0,
Longbow,,,,1.0,
Imbibing,,,,1.0,
Tim Duncan,,,,1.0,1.0
a muckety-muck (or a muckamuck),,,,1.0,
The Red Skelton Show,,,,1.0,
hose,,,,1.0,
Angus,,,,1.0,2.0
Eames chair,,,,1.0,
tribunal,,,,1.0,
a yarn,,,,1.0,
outfox (to fox),,,,1.0,
Skiing,,,,1.0,
Mesabi Range,,,,1.0,
Leon Trotsky (he was assassinated in Mexico),,,,1.0,
"""All The News That's Fit To Print""",,,,1.0,
Joe Cool,,,,1.0,
Youth International Party,,,,1.0,
"Why do birds suddenly appear, every time you are near?",,,,1.0,
Hour of Power,,,,1.0,
Antenna,,,,1.0,
storm windows,,,,1.0,
Riverboat pilot,,,,1.0,
Joan Plowright,,,,1.0,1.0
Bahai Faith,,,,1.0,
Walt's malts,,,,1.0,
Antimony,,,,1.0,
William Powell,,,,1.0,
Weeping willow,,,,1.0,
"""Every Morning""",,,,1.0,
John Burgoyne,,,,1.0,2.0
Tyrant,,,,1.0,
Hollow men,,,,1.0,
Guffaw,,,,1.0,
Ashram,,,,1.0,
Begging,,,,1.0,
Chutneys,,,,1.0,
Concertina,,,,1.0,
Quadratic equation,,,,1.0,
Appraisal,,,,1.0,
"""The Idiot""",,,,1.0,
Family Law,,,,1.0,
How do I compare thee to a summer's day?,,,,1.0,
"""Lemon"" law",,,,1.0,
"""The Oresteia""",,,,1.0,
1610,,,,1.0,
"""M. Butterfly""",,,,1.0,
Pineal gland,,,,1.0,
Condolences,,,,1.0,
Fry an egg on the sidewalk,,,,1.0,
Sammy's jammies,,,,1.0,
Piehole,,,,1.0,
New Mexico & Arizona,,,,1.0,
observe (obverse),,,,1.0,
5 (5 + 0),,,,1.0,
a miser (in com<b>miser</b>ated),,,,1.0,
General Burnside,,,,1.0,
atomic time (Temps Atomique International),,,,1.0,
to rile,,,,1.0,
Geri Halliwell,,,,1.0,
time-share,,,,1.0,
Ophthalmology,,,,1.0,
Natasha Richardson,,,,1.0,
Vonda Shepard,,,,1.0,
-fold,,,,1.0,
Desperately Seeking Susan,,,,1.0,1.0
Carpenter pants,,,,1.0,
Who's hoos,,,,1.0,
Fog,,,,1.0,
"Robert Downey, Sr.",,,,1.0,
"""Information Superhighway""",,,,1.0,
Fletcher Christian (<i>Mutiny on the Bounty</i>),,,,1.0,
Marlow,,,,1.0,1.0
The Elephant Man of La Mancha,,,,1.0,
Task force,,,,1.0,
Herman's Germans,,,,1.0,
Federal Hall,,,,1.0,
Punch-drunk,,,,1.0,
The Fifth Element,,,,1.0,
Hampshire,,,,1.0,1.0
Royal Wedding,,,,1.0,
Chronic,,,,1.0,
"""Emperor Waltz""",,,,1.0,
"""Old Dominion""",,,,1.0,
Flag,,,,1.0,
Carr & Driver,,,,1.0,
Miss Teen USA,,,,1.0,
Tuning fork,,,,1.0,
Caesar's wife,,,,1.0,
Richard Lewis,,,,1.0,
the Firth of Forth,,,,1.0,
Quiz Kids,,,,1.0,
Houston Rockets,,,,1.0,
Polonaise,,,,1.0,1.0
The Golden Horde,,,,1.0,1.0
a jumble,,,,1.0,
a (scalene) triangle,,,,1.0,
MP3,,,,1.0,
Gouda cheese,,,,1.0,
Elderly,,,,1.0,
DMZ (Demilitarized Zone),,,,1.0,
Julia Ormond (in <i>Legends of the Fall</i>),,,,1.0,
decant it (or strain it),,,,1.0,
the Baby-Sitters Club,,,,1.0,
a Capricorn,,,,1.0,
Roundup,,,,1.0,
enormous,,,,1.0,2.0
William Roth,,,,1.0,
Gary Numan,,,,1.0,
Dan George,,,,1.0,
rites of passage,,,,1.0,
earth (terra),,,,1.0,
Minstrels,,,,1.0,
Golem,,,,1.0,1.0
Uffizi Palace,,,,1.0,1.0
Muffler,,,,1.0,
The NeverEnding Story,,,,1.0,1.0
Paris (Orly),,,,1.0,
Kimchi,,,,1.0,
Damnation/dam nation,,,,1.0,
The Prisoner of Second Avenue,,,,1.0,
Raul Julia Child,,,,1.0,
Classical guitar,,,,1.0,
Rudder,,,,1.0,
Port of call,,,,1.0,
Indian rubber,,,,1.0,
Sandra Bernhard,,,,1.0,1.0
Wiki wiki,,,,1.0,
(John C.) Calhoun,,,,1.0,2.0
Elias Howe & Isaac Singer,,,,1.0,
Julia,,,,1.0,5.0
Randall Cunningham,,,,1.0,
Weasel,,,,1.0,1.0
96 tears,,,,1.0,
Gunter Grass,,,,1.0,2.0
"Ghent, Belgium (treaty to end the War of 1812)",,,,1.0,
Gaspar,,,,1.0,
crewellery,,,,1.0,
Geranium,,,,1.0,
Mork and Mindy,,,,1.0,
Berta Hummel,,,,1.0,
unfinished business,,,,1.0,
Redshirts,,,,1.0,
Clean sweep,,,,1.0,
Pragmatism,,,,1.0,
Renege,,,,1.0,
Tipper Gore Vidal,,,,1.0,
Rift,,,,1.0,
Publicity/press agent,,,,1.0,
Oscar Goldman,,,,1.0,
Cypress Hill,,,,1.0,
(HMS) <i>Beagle</i>,,,,1.0,
"""La Dona e Mobile""",,,,1.0,
Cubic zirconia,,,,1.0,
Squire,,,,1.0,
a Patriot missile,,,,1.0,
HMS Britannic,,,,1.0,
Miracles,,,,1.0,
Donny (Most) & Marie,,,,1.0,
Corsair,,,,1.0,
Travels with Charley,,,,1.0,
lust (in c<b>lust</b>er),,,,1.0,
Vermicelli,,,,1.0,
Electrolyte,,,,1.0,1.0
Harvard Law School,,,,1.0,
Pinscher,,,,1.0,
Fluting,,,,1.0,
Harp,,,,1.0,1.0
"""I Can't Help Falling In Love With You""",,,,1.0,
"""Mutts""",,,,1.0,
Catalog,,,,1.0,
The Naked Ape,,,,1.0,1.0
zither,,,,1.0,
White Plains,,,,1.0,
Cylons,,,,1.0,
the Detroit Tigers,,,,1.0,1.0
a brilliant cut,,,,1.0,
the Assyrians,,,,1.0,1.0
Inside Out,,,,1.0,
Four Seasons,,,,1.0,
Erich von Daniken,,,,1.0,
Maud Adams,,,,1.0,
"""The Man Who Would Be King""",,,,1.0,3.0
take their daughter with them to work,,,,1.0,
The Matchmaker,,,,1.0,1.0
Dante Gabriel Rossetti,,,,1.0,3.0
Sudden Impact,,,,1.0,
lasses,,,,1.0,
N-O-U-G-H-T-S,,,,1.0,
Ebbets Field,,,,1.0,
"Alpha, beta, gamma, delta, epsilon",,,,1.0,
Arkhangelsk (Archangel),,,,1.0,
Plaster of Paris,,,,1.0,
Flax,,,,1.0,
Tai chi,,,,1.0,
Whaam!,,,,1.0,
Art Blakey,,,,1.0,2.0
a <i>lied</i>,,,,1.0,
an annal,,,,1.0,
B<sub>12</sub>,,,,1.0,
the Huntington Library,,,,1.0,3.0
slander (in I<b>slander</b>s),,,,1.0,
Blush,,,,1.0,
"(1 of) Jill Esmond, Vivien Leigh or Joan Plowright",,,,1.0,
1/8,,,,1.0,
applejack,,,,1.0,
"""Legs""",,,,1.0,
Crystal Geyser,,,,1.0,
Baby Driver,,,,1.0,
Upper New York Bay,,,,1.0,
the human body,,,,1.0,
The good life,,,,1.0,
(Old) Waldorf-Astoria,,,,1.0,
Harpoon,,,,1.0,
14 feet,,,,1.0,
N-O-N-C-H-A-L-A-N-T,,,,1.0,
Manholes,,,,1.0,
Eileen Collins,,,,1.0,
56K,,,,1.0,
"""Of Human Bondage""",,,,1.0,
Helicopter,,,,1.0,
Convent,,,,1.0,
Covalent bond,,,,1.0,
"Mary, George, Elizabeth",,,,1.0,
Blood pressure,,,,1.0,
Brought,,,,1.0,
James Knox Polk,,,,1.0,1.0
Definite,,,,1.0,
Tories,,,,1.0,
Ice age,,,,1.0,
The Dave Matthews Band,,,,1.0,
Dumping hazardous waste at sea,,,,1.0,
Cinq,,,,1.0,
Stealing,,,,1.0,
Solar eclipses,,,,1.0,
Baylor University,,,,1.0,
So-so,,,,1.0,
Hoop skirts,,,,1.0,
Desi Arnaz' rat,,,,1.0,
Sergio Valente,,,,1.0,
Reversal,,,,1.0,
Matt Lauer,,,,1.0,
John Stuart Mill,,,,1.0,6.0
house calls,,,,1.0,
wide receiver,,,,1.0,
Lapis lazuli,,,,1.0,
"Douglas ""Wrong Way"" Corrigan",,,,1.0,
Tapir,,,,1.0,
wat,,,,1.0,1.0
"""Life In Hell""",,,,1.0,
Daffodil,,,,1.0,
Evil,,,,1.0,1.0
Rip's quips,,,,1.0,
Phil Esposito,,,,1.0,
John Steed,,,,1.0,
The Hebrides,,,,1.0,1.0
Plateau,,,,1.0,
Equity,,,,1.0,
Petrified wood,,,,1.0,
Goober,,,,1.0,1.0
George's forges,,,,1.0,
Duchess of Windsor (Wallis Warfield),,,,1.0,
Gooseberries,,,,1.0,
American Motors (AMC),,,,1.0,
The Five and Dime,,,,1.0,
"Apple (""Apple of your eye"")",,,,1.0,
Shoeless Joe Jackson,,,,1.0,
a vagabond,,,,1.0,2.0
to grok,,,,1.0,
Reverence,,,,1.0,
"""Absalom, Absalom!""",,,,1.0,
Shillelagh,,,,1.0,
Barbara Bach,,,,1.0,
Saint Anthony,,,,1.0,1.0
the SLA (Symbionese Liberation Army),,,,1.0,
Yoknapatawpha County,,,,1.0,
Morning Edition,,,,1.0,
Thomas A. Watson,,,,1.0,
Paul von Hindenburg,,,,1.0,
Second world,,,,1.0,
attention deficit disorder,,,,1.0,
Asteroid,,,,1.0,
"""Rainy Day Women""",,,,1.0,
Outward Bound,,,,1.0,1.0
Firing Line,,,,1.0,
the gates of hell,,,,1.0,
the Oort cloud,,,,1.0,
the ER,,,,1.0,
(morning) dew,,,,1.0,
the cervix,,,,1.0,
Thorax,,,,1.0,
Kikkoman,,,,1.0,
The Stone Age,,,,1.0,
Jerry Springer spaniel,,,,1.0,
Bruce Beresford,,,,1.0,1.0
"Andy, Joey & Matthew Lawrence",,,,1.0,
the Dixie Chicks (The Chicks),,,,1.0,
a bordello,,,,1.0,
Tia Maria,,,,1.0,2.0
Cotswolds,,,,1.0,
Andrea Doria,,,,1.0,2.0
Michael Dell,,,,1.0,
Scanner,,,,1.0,
Franz Liszt (his son-in-law was Wagner),,,,1.0,
T (P.T. Barnum),,,,1.0,
distilling (or fractional distillation),,,,1.0,
Lindsay Davenport,,,,1.0,
"every 500 years (or twice every 1,000 years)",,,,1.0,
Brunswick,,,,1.0,
Marlo Thomas Pynchon,,,,1.0,
Setting Sun,,,,1.0,
Ziffel,,,,1.0,
Chris O'Donnell,,,,1.0,
Plait/plate,,,,1.0,
State of the art,,,,1.0,
"""The Air on the G String""",,,,1.0,
Hand,,,,1.0,1.0
Honeysuckle Rose,,,,1.0,
Microwaves,,,,1.0,
field hockey,,,,1.0,1.0
Tim Couch,,,,1.0,
Fiddle riddle,,,,1.0,
Obtuse,,,,1.0,
Caterer,,,,1.0,
Koran,,,,1.0,
fish bowl,,,,1.0,
Children's Television,,,,1.0,
Neanderthal Man of La Mancha,,,,1.0,
Orthopedics,,,,1.0,
Harebrained,,,,1.0,
The Wolf,,,,1.0,
Dish & spoon,,,,1.0,
lanyard,,,,1.0,
its neck,,,,1.0,
Rosetta Stone Phillips,,,,1.0,
Nick (Ni C K),,,,1.0,
Quartermaster,,,,1.0,
A leopard can't change its spots,,,,1.0,
the Uniform Code of Military Justice,,,,1.0,
(Sir) John,,,,1.0,
Distemper,,,,1.0,1.0
Fuselage,,,,1.0,
"""White Shoes""",,,,1.0,
Priest/priestess,,,,1.0,
"the astronauts on Apollo 11 (Armstrong, Aldrin & Collins)",,,,1.0,
(Miles) Davis,,,,1.0,1.0
appropriate & appropriate,,,,1.0,
Soldier Field,,,,1.0,
thyroids,,,,1.0,
Match Game,,,,1.0,
Grant Hill,,,,1.0,1.0
United Arab Republic (UAR),,,,1.0,
George II or George III,,,,1.0,
Down,,,,1.0,1.0
Obies,,,,1.0,
Five Pillars of Faith,,,,1.0,
Gay Talese,,,,1.0,
Sun Records,,,,1.0,
D.H. Lawrence Welk,,,,1.0,
Palisade,,,,1.0,
"""Shall We Dance""",,,,1.0,
Mysterious,,,,1.0,
Hydroponics,,,,1.0,
French Kiss</i> or <i>Prelude to a Kiss,,,,1.0,
Carter's garters,,,,1.0,
Morganite,,,,1.0,
"""Are you my mother?""",,,,1.0,
DeWitt Wallace,,,,1.0,
the fourth dimension,,,,1.0,
the Walloons,,,,1.0,
closed-circuit television,,,,1.0,
Star scout,,,,1.0,
commodore,,,,1.0,1.0
hand over fist,,,,1.0,
skewer,,,,1.0,
famine in Africa,,,,1.0,
a drunken sailor,,,,1.0,
"December 31, 1999",,,,1.0,
light operas,,,,1.0,
Loverly,,,,1.0,
"""That Old Time Religion""",,,,1.0,
a fool's mate,,,,1.0,
Cedars of Lebanon State Park,,,,1.0,1.0
"""Everybody Loves Somebody""",,,,1.0,
a ground squirrel,,,,1.0,
Perry (Matthew & Oliver),,,,1.0,
Lumberjills,,,,1.0,
Dynamics,,,,1.0,
John Paul the Second Time Around,,,,1.0,
Lee Remick,,,,1.0,
"""Rainy Night In Georgia""",,,,1.0,
Helen Slater,,,,1.0,
Oreo,,,,1.0,
"(2 of) Washington, Jefferson, Madison, Fillmore, B. Harrison & Wilson",,,,1.0,
Samuel Sachs,,,,1.0,
how you played the game,,,,1.0,
What do women really want?,,,,1.0,
Goldenseal,,,,1.0,
Sherman Antitrust Act (1890),,,,1.0,
The Green Hornet,,,,1.0,1.0
Light Amplification by Stimulated Emission of Radiation,,,,1.0,
abominably,,,,1.0,
"(Byron ""Whizzer"") White",,,,1.0,
Aretha & Ben Franklin,,,,1.0,
Touch of Evil,,,,1.0,
Warble,,,,1.0,
Pauling's maulings,,,,1.0,
"Ragtime, swing, bebop",,,,1.0,
Wallander,,,,1.0,
a baby grand,,,,1.0,
TAG Heuer,,,,1.0,
a Magic 8 Ball,,,,1.0,
a cubic meter,,,,1.0,
Zanuck,,,,1.0,
chief executive officer,,,,1.0,
"Manfred von Richthofen (""The Red Baron"")",,,,1.0,
The Santa Clause,,,,1.0,
A velvet glove,,,,1.0,
Locke & Key,,,,1.0,
Schwa,,,,1.0,
Scepter,,,,1.0,
Yangtze River,,,,1.0,
a crankshaft,,,,1.0,
The Pied Piper of Hamelin,,,,1.0,
ferret,,,,1.0,
Beloved Country,,,,1.0,
L-I-C-H-T-E-N-S-T-E-I-N,,,,1.0,
The Bold and the Beautiful,,,,1.0,
Julius Richard Petri,,,,1.0,
Son of Paleface,,,,1.0,
Theo Van Gogh,,,,1.0,
a charlatan,,,,1.0,1.0
"""Copperheads""",,,,1.0,
"""Daughter""",,,,1.0,
Inherit The Wind,,,,1.0,
Brachiosaurus,,,,1.0,
blush/rouge,,,,1.0,
tall ship,,,,1.0,
bell-bottoms,,,,1.0,
Frat rat,,,,1.0,
The Deep End of the Ocean,,,,1.0,
Keri Russell,,,,1.0,
a coal miner's daughter,,,,1.0,
base & height,,,,1.0,
a rectangle,,,,1.0,
Mulholland Drive,,,,1.0,
Negativism,,,,1.0,
Armadillo,,,,1.0,
Theater,,,,1.0,
French and Indian War,,,,1.0,
Jack Ham,,,,1.0,
Ricky Schroder (on <i>NYPD Blue</i>),,,,1.0,
American Society for the Prevention of Cruelty to Animals,,,,1.0,
University of Southern California,,,,1.0,
Billy Bob Thornton Wilder,,,,1.0,1.0
"""Ireland Forever""",,,,1.0,
"""Fannie Hill""",,,,1.0,
Gena Rowlands,,,,1.0,1.0
Sponges,,,,1.0,
Handkerchief,,,,1.0,
Accidental,,,,1.0,
Windmill,,,,1.0,
Intercontinental ballistic missile,,,,1.0,
Gamma rays,,,,1.0,
Noble gases,,,,1.0,
cairn terrier,,,,1.0,
slugging percentage (or on base percentage),,,,1.0,
Grant Tinker,,,,1.0,
steady-state,,,,1.0,
"""Artichoke Heart of Darkness""",,,,1.0,
Gulag Archipelago-Go,,,,1.0,
lineman,,,,1.0,
Wailing Wall Street Journal,,,,1.0,
Pemmican,,,,1.0,
Finite,,,,1.0,1.0
Satay,,,,1.0,
Saint Ignatius Loyola,,,,1.0,
Desire,,,,1.0,
tear down this wall,,,,1.0,
the Pokédex,,,,1.0,
correctional officers,,,,1.0,
the <i>Pacific Princess</i> Leia,,,,1.0,
Laurence Peter,,,,1.0,
Jumping,,,,1.0,
